workerid	q_explanation	trial_type	a_explanation	helpful	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
22	His shirt was soaked with rain and he needed to borrow one.	clothes_sub	They thought the type of shirt would be important to Charles.	1	English	2	Female	59	Interesting how not directly answering the question  yes or no can incorporate a yes or no response to it.	Yes	4	Windows	1280	1600	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	30OG32W0SUB7LN0F5E7BWXM2YHVENT	22	Approved	Wed Nov 12 06:20:05 PST 2014	Tue Nov 11 13:34:46 PST 2014	Tue Nov 11 13:40:05 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.2813
22	Bob wanted some mexican food to eat.	foods_super	They did not have mexican food but did not want to say so.	0.22	English	2	Female	59	Interesting how not directly answering the question  yes or no can incorporate a yes or no response to it.	Yes	4	Windows	1280	1600	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	30OG32W0SUB7LN0F5E7BWXM2YHVENT	22	Approved	Wed Nov 12 06:20:05 PST 2014	Tue Nov 11 13:34:46 PST 2014	Tue Nov 11 13:40:05 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.2813
22	Bob likes dogs and wants to start a conversation about them.	pets_sib	The person does not have a dog but is a pet lover and is willing to discuss pets generally and wants to show they are will to enter into a conversation.	0.68	English	2	Female	59	Interesting how not directly answering the question  yes or no can incorporate a yes or no response to it.	Yes	4	Windows	1280	1600	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	30OG32W0SUB7LN0F5E7BWXM2YHVENT	22	Approved	Wed Nov 12 06:20:05 PST 2014	Tue Nov 11 13:34:46 PST 2014	Tue Nov 11 13:40:05 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.2813
22	Sally wanted to get a ride somewhere.	vehicles_id	They are answering the question without reference to what the reason behind it might be.	0.71	English	2	Female	59	Interesting how not directly answering the question  yes or no can incorporate a yes or no response to it.	Yes	4	Windows	1280	1600	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	30OG32W0SUB7LN0F5E7BWXM2YHVENT	22	Approved	Wed Nov 12 06:20:05 PST 2014	Tue Nov 11 13:34:46 PST 2014	Tue Nov 11 13:40:05 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.2813
23	it is cold out	clothes_id	Bob may need a shirt because he is cold	0.77	english	2	Female	31		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3I02618YA06OD49EBTZ844D0KKVPUM	23	Approved	Wed Nov 12 08:02:25 PST 2014	Tue Nov 11 15:18:28 PST 2014	Tue Nov 11 15:22:25 PST 2014	Tue Nov 11 17:17:36 PST 2014					[]	{}	3.8614166666666665
23	he is hungry	foods_super	they are going to share	0.45	english	2	Female	31		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3I02618YA06OD49EBTZ844D0KKVPUM	23	Approved	Wed Nov 12 08:02:25 PST 2014	Tue Nov 11 15:18:28 PST 2014	Tue Nov 11 15:22:25 PST 2014	Tue Nov 11 17:17:36 PST 2014					[]	{}	3.8614166666666665
23	she needs a ride	vehicles_sub	so she could go for a ride	0.61	english	2	Female	31		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3I02618YA06OD49EBTZ844D0KKVPUM	23	Approved	Wed Nov 12 08:02:25 PST 2014	Tue Nov 11 15:18:28 PST 2014	Tue Nov 11 15:22:25 PST 2014	Tue Nov 11 17:17:36 PST 2014					[]	{}	3.8614166666666665
23	he likes dogs	pets_sib	thats what they have	1	english	2	Female	31		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3I02618YA06OD49EBTZ844D0KKVPUM	23	Approved	Wed Nov 12 08:02:25 PST 2014	Tue Nov 11 15:18:28 PST 2014	Tue Nov 11 15:22:25 PST 2014	Tue Nov 11 17:17:36 PST 2014					[]	{}	3.8614166666666665
24	she wants to eat Mexican food.	foods_sub	they&quotecharre willing to give Sally the burritos.	1	English	1	Male	37		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39GAF6DQWR0L9RFCVHYNZUXLVB51VQ	24	Approved	Wed Nov 12 10:13:54 PST 2014	Tue Nov 11 17:23:32 PST 2014	Tue Nov 11 17:33:54 PST 2014	Tue Nov 11 17:51:01 PST 2014					[]	{}	10.31395
24	you aren&quotechart wearing a shirt.	clothes_id	they want to reassure Bob that yes, they have a shirt.	1	English	1	Male	37		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39GAF6DQWR0L9RFCVHYNZUXLVB51VQ	24	Approved	Wed Nov 12 10:13:54 PST 2014	Tue Nov 11 17:23:32 PST 2014	Tue Nov 11 17:33:54 PST 2014	Tue Nov 11 17:51:01 PST 2014					[]	{}	10.31395
24	he likes or dislikes dogs.	pets_sib	you&quotecharve seen one pet, you&quotecharve seen them all.	0	English	1	Male	37		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39GAF6DQWR0L9RFCVHYNZUXLVB51VQ	24	Approved	Wed Nov 12 10:13:54 PST 2014	Tue Nov 11 17:23:32 PST 2014	Tue Nov 11 17:33:54 PST 2014	Tue Nov 11 17:51:01 PST 2014					[]	{}	10.31395
24	she doesn&quotechart have a car and needs to get somewhere somewhat distant.	vehicles_super	they migt be willing to help her.	0.73	English	1	Male	37		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39GAF6DQWR0L9RFCVHYNZUXLVB51VQ	24	Approved	Wed Nov 12 10:13:54 PST 2014	Tue Nov 11 17:23:32 PST 2014	Tue Nov 11 17:33:54 PST 2014	Tue Nov 11 17:51:01 PST 2014					[]	{}	10.31395
